Package,Package Duration,City,Hotel Rating,Activity,Package Price,Days,Nights,Discount %,Activity Count,Price per Day,Final Price,Package Type
Scintillating Honeymoon Package for Ladakh,5 Days & 4 Nights,Leh Pangong,3.0,Shanti  Stupa Pangong  Tso Nature Khardung  La Hill station Leh  Palace Romantic Camping Sightseeing Adventure Budget,21110.0,5.0,4.0,10.0,16,4222.0,18999.0,Budget
Reasonable Munnar Thekkady Alleppey Honeymoon Packages,4 Days & 3 Nights,Munnar Thekkady Alleppey,3.0,Cruises Waterfalls Nature Jungle  Safari Romantic Spice plantations Sightseeing Budget,15909.0,4.0,3.0,12.0,10,3977.25,13999.92,Budget
Picturesque Dalhousie Honeymoon Tour Package,3 Days & 2 Nights,Dalhousie,3.0,Mini  Switzerland Adventure Khajjiar Nature Chamba Hill station Kalatop Romantic Sightseeing Budget,17778.0,3.0,2.0,10.0,12,5926.0,16000.2,Budget
Most Picked Kullu Manali Rohtang Pass Packages,4 Days & 3 Nights,Manali,3.0,Scenic  Landscapes Nature Adventure Hill station Sightseeing Wildlifetemples Budget,11957.0,4.0,3.0,8.0,9,2989.25,11000.44,Budget
Ecstatic Athirapally Tour Package,8 Days & 7 Nights,Athirapally Munnar Alleppey Kovalam Trivandrum,3.0,Athirapally waterfalls Nature Munnar Hill station Alleppey Sightseeing Kovalam  Beaches Beach Budget,30904.0,8.0,7.0,9.0,12,3863.0,28122.64,Luxury
Best-Selling Sightseeing Vacation To Gangtok,4 Days & 3 Nights,Gangtok,2.0,Gangtok Adventure City  Tour Nature Local sightseeing Hill stationshopping Budget,14531.0,4.0,3.0,9.0,10,3632.75,13223.210000000001,Budget
Best Selling Lansdowne Tour For A Refreshing Getaway In 2021,2 Days & 1 Nights,Lansdowne,3.0,Gandhi  Chowk Hill station Shatabdi  Dwar Nature St  John  Church Sightseeing Budget,3333.0,2.0,1.0,10.0,12,1666.5,2999.7000000000003,Budget
Do Dham Yatra Package: Kedarnath and Badrinath,8 Days & 7 Nights,Haridwar Sitapur Badrinath Pipalkoti,2.0,Sightseeing Trekking Hill station Hot  Springs Religious Temples  Tour Budget,28409.0,8.0,7.0,12.0,10,3551.125,24999.920000000002,Budget
Blissful  Badrinath Tour Package,4 Days & 3 Nights,Haridwar Badrinath Rudraprayag,2.0,Sightseeing Nature Hot  Springs Hill station Temples  Tour Religious F O R E S T Budget,10842.0,4.0,3.0,8.0,16,2710.5,9974.640000000001,Budget
Ooty Package For 3 Nights 4 Days,4 Days & 3 Nights,Ooty,3.0,Mudumalai  National  Park Nature Coonoor Hill station Mysore  Cultural Sightseeing Budget,16942.0,4.0,3.0,9.0,11,4235.5,15417.220000000001,Budget
Gorgeous Goa Tour Packages From Kerala,4 Days & 3 Nights,Goa,3.0,Adventure Nature Seafood Water  Activities Shopping Cruises Beach Sightseeing Budget,10989.0,4.0,3.0,9.0,10,2747.25,9999.99,Budget
Best 7 Nights 8 Days Himachal Honeymoon by Cab for an Amazing Experience,8 Days & 7 Nights,Shimla Manali Dharamshala Dalhousie,2.0,Romantic Nature Best sellers Road  Trip Adventure Khajjiar Hill station Rohtang  Pass Trekking Budget,26857.0,8.0,7.0,12.0,14,3357.125,23634.16,Budget
Mesmerizing Kerala Holiday: Weekend in Munnar & Thekkady,4 Days & 3 Nights,Munnar Thekkady,3.0,Hills Adventure Jungle  Safari Nature Wildlife Weekend  Getaway Hill station Sightseeing Budget,18434.0,4.0,3.0,29.0,12,4608.5,13088.14,Budget
Admire The Enchanting And Spellbinding Places In Sikkim,7 Days & 6 Nights,Gangtok Lachen Lachung Darjeeling,3.0,Romantic Adventure Offbeat Nature Waterfalls Hill station Himalayas Luxury Hot  Pick Sightseeing Budget,37377.0,7.0,6.0,9.0,13,5339.571428571428,34013.07,Luxury
Discover Our Ravishing 3 Nights 4 Days Rajasthan Vacation,4 Days & 3 Nights,Jodhpur Jaisalmer,3.0,Mehrangarh  Fort Nature Camel  Safari Historical Gadisar  Lake Sightseeing Sonar  Quila Budget,11235.0,4.0,3.0,11.0,12,2808.75,9999.15,Budget
Soulful Darjeeling Gangtok Sikkim Honeymoon Package,5 Days & 4 Nights,Gangtok Darjeeling,2.0,Leisure  Day Wildlife Do  Drul  Chorten Adventure Namgyal  Institute of  Tibetology Hill station Tashi  Viewpoint Nature Ganesh  Tok Romantic Hanuman  Tokshopping Dooars Himalayan  Mountaineering  Institute Budget,16854.0,5.0,4.0,11.0,26,3370.8,15000.06,Budget
Darjeeling Family Package for 3 Days,3 Days & 2 Nights,Darjeeling,3.0,Tea  Estate Adventure Tiger  Hill Nature Batasia  Loop Family Budget,10229.0,3.0,2.0,7.0,10,3409.6666666666665,9512.97,Budget
3 Nights 4 Days Paradisiacal Himachal Family Package For A Peaceful Trip,4 Days & 3 Nights,Manali,2.0,Hill station Nature Family Road journey Visit to  Temples and  Grand  Palaces Hot  Springs Adventure Sightseeing Budget,9659.0,4.0,3.0,12.0,17,2414.75,8499.92,Budget
Captivating Thekkady Honeymoon Package,5 Days & 4 Nights,Kumarakom Thekkady Munnar,3.0,Ideal for  Couples Water  Activities Adventure Houseboat Nature Waterfalls Hill station Romantic Sightseeing Budget,17360.0,5.0,4.0,10.0,14,3472.0,15624.0,Budget
A Surreal Escape To Mesmerising Destinations,4 Days & 3 Nights,Munnar Alleppey,3.0,Romantic Hill station Hills Cruises Waterfalls Adventure Backwaters Nature Houseboat  Stay Sightseeing Houseboat Budget,16269.0,4.0,3.0,21.0,14,4067.25,12852.51,Budget
A Memorable Honeymoon In Awesome Rajasthan,6 Days & 5 Nights,Jaipur Pushkar Ranthambore,4.0,Chokhi  Dhani Adventure Birla  Temple Nature Nahargarh  Fort Historical Brahma  Ji  Temple Romantic Lakes,21976.0,6.0,5.0,9.0,14,3662.6666666666665,19998.16,Budget
Himachal Honeymoon Tour Package By Volvo,6 Days & 5 Nights,Manali Shimla,2.0,Rohtang  Pass Sightseeing Adventure Best sellers Hill station Romantic Budget,21000.0,6.0,5.0,14.0,10,3500.0,18060.0,Budget
Visit Kerala And See Astounding Places,4 Days & 3 Nights,Munnar Thekkady Kochi,3.0,Natural  Beauty Tea  Garden Spice  Garden Sightseeing Hills Wildlife Ayurvedic Adventure Nature Hill station Family Budget,13213.0,4.0,3.0,11.0,16,3303.25,11759.57,Budget
Goa Package For 2 Nights 3 Days,3 Days & 2 Nights,Goa,3.0,Dudhsagar  Waterfalls Adventure Jeep  Safari Nature Spice  Plantations Water  Activities Cruises Beach Budget,7692.0,3.0,2.0,9.0,13,2564.0,6999.72,Budget
Best Selling Himachal Honeymoon Package From Delhi By Volvo,6 Days & 5 Nights,Shimla Manali,2.0,Best- Selling Romantic Nature Best sellers Adventure Volvo  Coach Sightseeing Budget,22500.0,6.0,5.0,20.0,11,3750.0,18000.0,Budget
Best-Selling Ooty Honeymoon Package,3 Days & 2 Nights,Ooty,3.0,Ideal for  Couples Adventure Sightseeing Nature City  Tour Hill station Historical Romanticshopping Budget,15468.0,3.0,2.0,9.0,13,5156.0,14075.880000000001,Budget
Best Selling Kashmir Honeymoon Package,6 Days & 5 Nights,Srinagar Pahalgam Gulmarg,2.0,Night at  Houseboat Best sellers Shankaracharya Romantic Nature Manasbal V A L L E Y Temple  Tour Budget,21452.0,6.0,5.0,11.0,18,3575.3333333333335,19092.28,Budget
Best-Selling 7 Days Rajasthan Tour Packages For Memorable Vacay,7 Days & 6 Nights,Jaipur Bikaner Jaisalmer Jodhpur,3.0,Hawa  Mahal Nature Adventure Desert  Camp Historical Camel  Ride Sightseeing Budget,27473.0,7.0,6.0,9.0,11,3924.714285714286,25000.43,Budget
Adventure-Loaded Rishikesh Tour Package,2 Days & 1 Nights,Rishikesh,3.0,Adventure Nature Watersports Water  Activities Himalayas Budget,11667.0,2.0,1.0,10.0,7,5833.5,10500.300000000001,Budget
1 Night 2 Days Lonavala Package,2 Days & 1 Nights,Lonavala,4.0,Local sightseeing Adventure Caves Nature Historical,10879.0,2.0,1.0,9.0,6,5439.5,9899.890000000001,Budget
Best Selling Kashmir Family Package,5 Days & 4 Nights,Srinagar Gulmarg,2.0,Family Gondola  Ride Hill station Shikara  Ride Nature Amusement  Park Best sellers Watersports Adventure Religious Historical Sightseeing Budget,16485.0,5.0,4.0,9.0,18,3297.0,15001.35,Budget
Trip To Captivating Coorg,3 Days & 2 Nights,Coorg,2.0,Shopping Adventure Sightseeing Nature Leisure  Time F O R E S T Budget,11395.0,3.0,2.0,9.0,13,3798.3333333333335,10369.45,Budget
Exhilarating Andaman Tour Package,5 Days & 4 Nights,Port Blair Havelock,4.0,Port  Blair Adventure Cellular  Jail Nature Havelock  Island Water  Activities Radhanagar  Beach Beach Elephant  Beach Budget,37041.0,5.0,4.0,9.0,16,7408.2,33707.31,Luxury
Best Selling Holiday Tour Packages Of 1 Night 2 Days In Coorg,2 Days & 1 Nights,Coorg,2.0,Sightseeing Nature Waterfalls Hill station Camping Adventure Budget,8714.0,2.0,1.0,9.0,8,4357.0,7929.740000000001,Budget
Exclusive Kerala Munnar Tour Packages for an Amazing Vacation,3 Days & 2 Nights,Munnar,3.0,Weekend  Getaway Wildlife Hills Hill station Tea gardens Adventure Nature walks Nature Sightseeing Budget,12792.0,3.0,2.0,39.0,14,4264.0,7803.12,Budget
Super Romantic Coorg Honeymoon Tour,5 Days & 4 Nights,Coorg Ooty,2.0,Dubare  Reserve  Forest Adventure Waterfalls Nature Ooty Hill station Historical Romantic Sightseeinglandscape Budget,16758.0,5.0,4.0,9.0,13,3351.6,15249.78,Budget
Goa Honeymoon Package: Sandy Toes & Salty Kisses,6 Days & 5 Nights,Goa,3.0,Nature Adventure Water  Activities Budget,34482.0,6.0,5.0,13.0,5,5747.0,29999.34,Luxury
Beachside Romance: Goa Honeymoon Package,4 Days & 3 Nights,Calangute,2.0,Beach  Vacation Cruises Shopping Adventure Nature Romantic Beach Budget,32502.0,4.0,3.0,15.0,9,8125.5,27626.7,Luxury
A Delightful Trip To Delhi,3 Days & 2 Nights,New Delhi,3.0,Red  Fort Historical Akshardham  Temple Sightseeing Qutub  Minar Temple Connaught  Place  Marketshopping Budget,7142.0,3.0,2.0,9.0,13,2380.6666666666665,6499.22,Budget
An Utterly Ravishing Rajasthan Tour Package,3 Days & 2 Nights,Ranthambore,3.0,Wildlife safari Historical Long  Drive National  Park Religious Wildlife Sightseeing Budget,11757.0,3.0,2.0,9.0,11,3919.0,10698.87,Budget
Best Selling Meghalaya Tour Packages For A Rejuvenating Experience,5 Days & 4 Nights,Shillong Cherrapunjee Guwahati,3.0,Sightseeing Ayurvedic Hill station Lakes Adventure Waterfalls  Nature Wildlife Budget,28022.0,5.0,4.0,9.0,10,5604.4,25500.02,Budget
Mesmerizing Uttarakhand Summer Special Family Package,4 Days & 3 Nights,Mussoorie Dhanaulti,3.0,Kempty  Falls Adventure Eco  Parks Hill station Lal  Tibba Nature Waterfall Sightseeing Budget,39663.0,4.0,3.0,9.0,13,9915.75,36093.33,Luxury
Amazing Auli Honeymoon Package,3 Days & 2 Nights,Auli,3.0,Devprayag Adventure Skiing Best sellers Auli lake Nature Hill station Romantic Religious Budget,10000.0,3.0,2.0,10.0,13,3333.3333333333335,9000.0,Budget
Exciting Athirapally Tour Package,7 Days & 6 Nights,Cochin Munnar Thekkady Alleppey,3.0,Sightseeing Trekking Waterfalls Adventure Eravikulam  National  Park Water  Activities Hill station Safarigroup Budget,27560.0,7.0,6.0,9.0,13,3937.1428571428573,25079.600000000002,Budget
Bestselling Leh Ladakh Tour Package,8 Days & 7 Nights,Leh Nubra Valley Kargil Srinagar,3.0,Best- Selling Nature Mountain  Desert Adventure Road  Trip Best sellers Culturallandscape Budget,47999.0,8.0,7.0,6.0,12,5999.875,45119.06,Luxury
Ecstatic Athirapally Honeymoon Package,7 Days & 6 Nights,Cochin Munnar Thekkady Alleppey,3.0,Cruises Wildlife Hill station Tea  Gardens Nature Sightseeing Waterfall Romantic Budget,33221.0,7.0,6.0,11.0,11,4745.857142857143,29566.69,Luxury
Goa Honeymoon Package For 6 Nights 7 Days,7 Days & 6 Nights,Goa,5.0,Dudhsagar waterfalls Water  Activities Anjuna  Beach Adventure Spice plantations Nature Romanticbeach Luxury,40217.0,7.0,6.0,8.0,12,5745.285714285715,36999.64,Luxury
Spellbinding Cochin Family Tour Package,2 Days & 1 Nights,Cochin,3.0,Nature Adventure Unlimited  Funshopping City  Tourmuseums Sightseeing  Tours Religious Budget,5091.0,2.0,1.0,12.0,10,2545.5,4480.08,Budget
Relax And Recharge At Chikmagalur,2 Days & 1 Nights,Chikmagalur,2.0,Hills Nature Valleys Adventure Waterfalls Hill station Waterfall Budget,9379.0,2.0,1.0,7.0,9,4689.5,8722.47,Budget
Blissful Kerala Honeymoon Tour Package,7 Days & 6 Nights,Munnar Thekkady Alleppey Kovalam,3.0,Romantic Adventure Houseboat  Stay Wildlife Beach  Walk Hill station Cruises Wildlife safari Nature Waterfall Sightseeing Budget,28416.0,7.0,6.0,16.0,16,4059.4285714285716,23869.44,Budget
Spritual Char Dham Yatra Package,11 Days & 10 Nights,Haridwar Barkot Uttarkashi Sitapur Badrinath,2.0,Sightseeing Trekking Hill station Temples  Tour Religious Hot  Springs Budget,52273.0,11.0,10.0,12.0,10,4752.090909090909,46000.24,Luxury
Discover Our Coorg Tour Package For 3 Nights 4 Days For A Memorable Trip,4 Days & 3 Nights,Coorg Mysore,3.0,Dubare  Reserve  Forest Nature Abbey  Falls Historical Mysore  Palace Sightseeingshopping Budget,15000.0,4.0,3.0,10.0,11,3750.0,13500.0,Budget
Discover Our Exquisite 5 Nights 6 Days Mussoorie Honeymoon Tour Packages,6 Days & 5 Nights,Mussoorie Jim Corbett Nainital,3.0,Sightseeing Adventure Road  Trip Nature Kempty  Falls Hill station Romantic Budget,24444.0,6.0,5.0,10.0,11,4074.0,21999.600000000002,Budget
Dalhousie Dharamshala Himachal Honeymoon Package,4 Days & 3 Nights,Dalhousie Dharamshala,2.0,Romantic Nature Hills Hill station Monastery  Tour Khajjiarshopping Religious Budget,18000.0,4.0,3.0,23.0,10,4500.0,13860.0,Budget
Tirupati Temple: A Sacred Pilgrimage,2 Days & 1 Nights,Tirupati,2.0,Religious  Tour Religious Temples Historical Nature Sightseeing Budget,9722.0,2.0,1.0,9.0,8,4861.0,8847.02,Budget
Charismatic Kashmir Tour Package,3 Days & 2 Nights,Srinagar,3.0,Dal  Lake Hill station Shikara  Ride Adventure Mughal  Gardens Naturetemples Budget,15000.0,3.0,2.0,10.0,11,5000.0,13500.0,Budget
Exciting Sikkim Sightseeing Tour Package,5 Days & 4 Nights,Gangtok Darjeeling,2.0,Local sightseeing Nature Leisure  Day Wildlife Gangtok Hill station Adventure Sightseeinglandscape Budget,17582.0,5.0,4.0,9.0,12,3516.4,15999.62,Budget
Lovely Coorg Honeymoon Package,2 Days & 1 Nights,Coorg,3.0,Talakaveri Nature Bhagamandala Hill station Dubare  Reserve  Forest Historical Romantic Wildlifeshopping Budget,11395.0,2.0,1.0,9.0,12,5697.5,10369.45,Budget
Best Selling 2 Days Alleppey Honeymoon Packages For A Romantic Getaway!,2 Days & 1 Nights,Alleppey,3.0,Houseboat Water  Activities Honeymoon Cruises Romantic getaway Adventure Nature Romantic Budget,5274.0,2.0,1.0,9.0,11,2637.0,4799.34,Budget
Special Udaipur Honeymoon Package,4 Days & 3 Nights,Udaipur,3.0,Architectural wonders Adventure Handicrafts Nature Hill station Romantic Lakes Budget,11111.0,4.0,3.0,10.0,10,2777.75,9999.9,Budget
Book Our Himachal Honeymoon Tour Package By Cab And Enjoy Immensely!,4 Days & 3 Nights,Shimla Manali,2.0,Adventure Rafting Nature Paragliding Hill station Private  Transfers Romantic Sightseeing Budget,17009.0,4.0,3.0,19.0,11,4252.25,13777.29,Budget
Dharamshala Mcleodganj Dalhousie Tour Package For A Wonderful Vacation,5 Days & 4 Nights,Mcleodganj Dalhousie,3.0,Museum Adventure Temple Nature Natural  Beauty Hill stationtemples Budget,14130.0,5.0,4.0,8.0,9,2826.0,12999.6,Budget
Explore The Beautiful Karnataka,6 Days & 5 Nights,Ootacamund Coorg Mysore,3.0,Tea  Factory Adventure Sightseeing Hill station Doddabetta  Peak Nature Abbey  Falls Waterfall Mysore  Palace Budget,25604.0,6.0,5.0,10.0,15,4267.333333333333,23043.600000000002,Budget
Refreshing Uttarakhand Family Package,8 Days & 7 Nights,Haridwar Mussoorie Ranikhet Kausani Nainital,3.0,Himalayas Nature Hill station Temples Family Lakes Budget,30244.0,8.0,7.0,8.0,8,3780.5,27824.48,Luxury
Heavenly Kashmir Honeymoon Package,6 Days & 5 Nights,Srinagar Gulmarg Pahalgam,2.0,Houseboat  Stay Nature Gondola  Ride Hill station Temple  Tour Romantic V A L L E Y Budget,22222.0,6.0,5.0,10.0,17,3703.6666666666665,19999.8,Budget
Dazzling Goa Tour Package,4 Days & 3 Nights,Candolim,3.0,Basilica of  Bom  Jesus Cruises Calangute  Beach Adventure Miramar  Beach Water  Activities Se  Cathedral Nature Beach Budget,11235.0,4.0,3.0,11.0,17,2808.75,9999.15,Budget
Action-Packed Mussoorie Family Package,5 Days & 4 Nights,Mussoorie Rishikesh Haridwar,3.0,Historical  Sightseeing Nature Moti  Bazar Hill station Har ki  Pauri Adventure Sightseeing Budget,23077.0,5.0,4.0,9.0,13,4615.4,21000.07,Budget
"Idyllic Sikkim, Gangtok & Darjeeling Family Package",6 Days & 5 Nights,Darjeeling Gangtok Lachung,3.0,Adventure Historical Hill  Station Road  Trip Nature Offbeat Hill station Unlimited  Fun Family Religious Budget,33158.0,6.0,5.0,10.0,15,5526.333333333333,29842.2,Luxury
A Family Vacation In Beautiful Goa,3 Days & 2 Nights,Goa,3.0,Sightseeing Adventure Cruise Nature Basilica of  Bom  Jesus Water  Activities Cruises Beach Nightlife Religious Budget,9340.0,3.0,2.0,9.0,15,3113.3333333333335,8499.4,Budget
"Summer Honeymoon in Goa: Waterfalls, Islands & Your Love",6 Days & 5 Nights,Goa,3.0,Leisure Nature Dudhsagar  Waterfalls Water  Activities Jeep  Safari Waterfall Romantic Budget,46428.0,6.0,5.0,19.0,11,7738.0,37606.68,Luxury
An Intimate Rendezvous in Athirapally,8 Days & 7 Nights,Vaikom Alleppey Thekkady Athirapally Cherai,3.0,Sightseeing Hill station Kumarakom backwaters Wildlife Boating Nature Romantic Budget,30667.0,8.0,7.0,10.0,10,3833.375,27600.3,Luxury
Delightful Athirapally Tour Packages,2 Days & 1 Nights,Athirapally,3.0,Nature Religious Hiking Budget,5274.0,2.0,1.0,9.0,4,2637.0,4799.34,Budget
Most Exciting Auli 3 Days Packages,3 Days & 2 Nights,Auli,3.0,Adventure Cable  Car Hill station Scenic view Sightseeing Budget,12097.0,3.0,2.0,7.0,9,4032.3333333333335,11250.21,Budget
Discover The Gems Of Leh Tour Package,5 Days & 4 Nights,Leh Nubra Valley Pangong,3.0,Mountain  Range Adventure Monasteries Nature Local  Villages Hill station Pangong  Lake Budget,25274.0,5.0,4.0,9.0,12,5054.8,22999.34,Budget
Best-Selling Auli Honeymoon Packages For 3 Nights & 4 Days,4 Days & 3 Nights,Auli,3.0,Water  Activities Adventure Snow-capped mountains Nature Hill station Romanticskiing Budget,14444.0,4.0,3.0,10.0,10,3611.0,12999.6,Budget
Simply Kashmir Tour Package,4 Days & 3 Nights,Srinagar Gulmarg,2.0,Shikara  Ride Best sellers Gondola  Ride Nature Anantnag Hill station River  Rafting Lakesgroup Budget,16258.0,4.0,3.0,14.0,14,4064.5,13981.88,Budget
Best Chikmagalur Sightseeing Tour Packages For A Memorable Experience,3 Days & 2 Nights,Chikmagalur,3.0,Wildlife safari Adventure River  Rafting Nature Paraglidingtemples Budget,12535.0,3.0,2.0,9.0,8,4178.333333333333,11406.85,Budget
Jubilant Jaipur Sightseeing Tour Package,3 Days & 2 Nights,Jaipur,2.0,Adventure Nature Historical Cultural Sightseeing Budget,6593.0,3.0,2.0,9.0,6,2197.6666666666665,5999.63,Budget
Spectacular Pachmarhi Tours,3 Days & 2 Nights,Pachmarhi,3.0,Sightseeing Nature City  Tour Historical Adventure Hill station Religious Budget,15385.0,3.0,2.0,9.0,10,5128.333333333333,14000.35,Budget
Explore The Wilders Aspects Of Himachal,3 Days & 2 Nights,Dalhousie,2.0,Romantic  Stay Adventure Scenic  Landscapes Nature Natural extravaganza Hill station Hills Romantic Budget,14667.0,3.0,2.0,18.0,13,4889.0,12026.94,Budget
Fascinating Auli Honeymoon Package,8 Days & 7 Nights,Dehradun Auli Mussoorie Dhanaulti,3.0,Himalayas Nature Hill station Waterfalls Religious Temples Romantic Budget,33833.0,8.0,7.0,10.0,9,4229.125,30449.7,Luxury
Offbeat Leh Ladakh Tour Package With Turtuk,6 Days & 5 Nights,Leh Nubra Valley Turtuk Village,3.0,Offbeat Nature Turtuk Adventure Indo- Pak  Border Sightseeing Ideal for friends Homestay Budget,26803.0,6.0,5.0,3.0,13,4467.166666666667,25998.91,Budget
Magical Kashmir Honeymoon Package,7 Days & 6 Nights,Srinagar Pahalgam Gulmarg,2.0,Shikara  Ride Hill station Romantic Nature Betaab  Valley Temple  Tour Mughal  Gardens Budget,23270.0,7.0,6.0,8.0,13,3324.285714285714,21408.4,Budget
Exciting Rishikesh Tour Package,3 Days & 2 Nights,Rishikesh Mussoorie,3.0,Sightseeing Adventure Nature Gun  Hill Hill station Kempty  Falls Budget,16587.0,3.0,2.0,9.0,10,5529.0,15094.17,Budget
Book This Popular Coorg Tour Package For 7 Days For A Cozy Getaway,7 Days & 6 Nights,Coorg Ooty Kodaikanal,3.0,Tea  Estate Nature Hills Hill station Adventure Historical Religious Budget,26374.0,7.0,6.0,9.0,10,3767.714285714286,24000.34,Budget
Best 9 Nights 10 Days Himachal Family Tour Packages for a Thrilling Trip,10 Days & 9 Nights,Shimla Manali Dharamshala Dalhousie Amritsar,2.0,Road  Trip Adventure Scenic  Routes Nature Hills Hill station Natural extravaganza Religious Unlimited  Fun Family Budget,34716.0,10.0,9.0,6.0,16,3471.6,32633.039999999997,Luxury
